SeniorCitizen,PropertyValue,tenure,PhoneService,MonthlyCharges,TotalCharges
0,5321,55,Yes,66.05,3462.1
0,5322,25,No,34,853
1,5323,10,Yes,92.5,934.1
0,5324,44,No,54.05,2375.2
0,5325,47,Yes,58.9,2813.05
0,5326,13,Yes,88.35,1222.8
0,5327,49,Yes,107.95,5293.2
0,5328,64,Yes,96.9,6314.35
0,5329,1,Yes,19.1,19.1
0,5330,20,Yes,50,1003.05
0,5331,37,No,45.4,1593.1
0,5332,30,Yes,85.45,2509.95
0,5333,38,Yes,84.1,3187.65
1,5334,1,Yes,74.45,74.45
0,5335,37,Yes,64.75,2345.2
0,5336,52,No,66.25,3330.1
0,5337,71,Yes,76.9,5522.7
0,5338,26,Yes,89.8,2335.3
0,5339,66,Yes,74.6,4798.4
0,5340,72,Yes,116.95,8594.4
0,5341,25,No,40.65,970.55
0,5342,69,Yes,114.35,7665.8
0,5343,53,Yes,69.7,3686.05
0,5344,12,Yes,95.5,1115.15
0,5345,26,Yes,98.65,2537
0,5346,21,Yes,61.65,1393.6
0,5347,1,Yes,89.35,89.35
0,5348,48,Yes,95.4,4445.3
0,5349,26,No,35.4,978.6
0,5350,60,Yes,19.95,1258.15
0,5351,18,Yes,19.25,331.35
1,5352,10,No,29.65,291.4
0,5353,5,Yes,84.5,453.75
0,5354,4,Yes,20.4,84.75
0,5355,65,Yes,24.75,1715.1
0,5356,70,Yes,25.35,1715.15
0,5357,18,Yes,90.7,1597.25
0,5358,62,Yes,20,1250.1
0,5359,66,Yes,59.75,3996.8
0,5360,65,Yes,82.5,5215.1
1,5361,3,Yes,70.3,235.5
0,5362,34,Yes,20.35,673.2
0,5363,16,Yes,90.8,1442.2
0,5364,54,Yes,103.95,5639.05
1,5365,50,Yes,104.95,5222.35
0,5366,71,Yes,105.25,7291.75
0,5367,10,Yes,74.75,799.65
0,5368,1,Yes,50.8,50.8
0,5369,18,Yes,23.75,424.5
0,5370,4,Yes,61.3,249.4
0,5371,58,Yes,75.8,4415.75
0,5372,56,Yes,98,5270.6
0,5373,2,Yes,80.25,144.55
0,5374,32,Yes,78.9,2447.95
0,5375,56,No,52,2884.9
0,5376,36,Yes,84.75,3050.15
0,5377,4,Yes,64.4,253
0,5378,53,Yes,85.45,4517.25
0,5379,10,Yes,45.8,436.2
0,5380,4,No,30.5,118.4
0,5381,1,Yes,19.9,19.9
0,5382,51,Yes,69.15,3649.6
1,5383,12,Yes,99.45,1200.15
0,5384,6,No,49.25,255.6
0,5385,63,No,39.35,2395.05
0,5386,1,Yes,70.6,70.6
0,5387,48,Yes,105.1,5083.55
0,5388,5,Yes,81,389.6
0,5389,35,Yes,20.1,644.5
0,5390,6,Yes,84.85,523.5
0,5391,2,Yes,19.75,39.3
0,5392,50,Yes,19.75,989.05
0,5393,33,Yes,70.4,2406.1
0,5394,31,Yes,20.45,638.55
0,5395,9,Yes,20.35,191.1
0,5396,54,Yes,86.2,4524.05
0,5397,46,Yes,95.65,4664.2
0,5398,34,Yes,103.8,3470.8
0,5399,71,Yes,97.2,6910.3
0,5400,63,Yes,63.55,4014.2
0,5401,51,Yes,24.95,1288
1,5402,26,Yes,89.15,2277.65
0,5403,64,Yes,99,6375.8
1,5404,1,No,24.8,24.8
1,5405,61,Yes,85.55,5251.75
0,5406,15,Yes,94,1505.45
0,5407,64,Yes,105.65,6903.1
0,5408,18,Yes,50.3,913.3
0,5409,57,Yes,95,5535.8
0,5410,14,Yes,61.4,815.55
1,5411,18,Yes,80.55,1411.65
1,5412,72,Yes,78.5,5602.25
0,5413,70,Yes,114.3,8244.3
0,5414,38,Yes,20.05,741.5
0,5415,68,Yes,62.65,4375.8
0,5416,13,Yes,80.85,1008.7
1,5417,65,Yes,92.7,5968.4
0,5418,30,Yes,100.45,3096.9
0,5419,51,Yes,75.2,3901.25
0,5420,31,Yes,84.75,2613.4
0,5421,9,Yes,89.45,853.1
0,5422,72,Yes,79.5,5661.7
0,5423,10,Yes,72.15,794.25
0,5424,37,Yes,19.8,695.05
0,5425,2,Yes,76.4,160.8
0,5426,55,Yes,100.9,5552.05
0,5427,33,Yes,95.3,3275.15
0,5428,46,Yes,90.95,4236.6
0,5429,1,Yes,54.5,54.5
1,5430,20,Yes,61.6,1174.35
0,5431,9,Yes,79.9,741.7
1,5432,32,Yes,96.15,3019.25
0,5433,19,Yes,49.6,962.9
0,5434,70,Yes,65.3,4759.75
0,5435,61,Yes,25,1498.35
0,5436,26,Yes,45.45,1233.15
0,5437,45,Yes,107.75,4882.8
0,5438,62,Yes,89.1,5411.65
0,5439,1,Yes,19.65,19.65
0,5440,3,Yes,44.75,148.05
0,5441,41,Yes,101.6,3930.55
0,5442,67,Yes,103.15,6895.5
0,5443,1,Yes,84.65,84.65
0,5444,71,Yes,95.65,6856.95
0,5445,37,Yes,75.1,2658.8
0,5446,60,Yes,61.35,3766.2
1,5447,1,Yes,69.55,69.55
0,5448,6,Yes,19.7,129.55
0,5449,13,No,31.05,347.25
0,5450,11,Yes,51,581.7
0,5451,7,Yes,51,354.05
0,5452,10,Yes,88.85,929.45
0,5453,34,Yes,20.05,679
0,5454,62,Yes,65.1,3846.75
0,5455,64,Yes,70.15,4480.7
0,5456,1,Yes,44.35,44.35
0,5457,25,Yes,20.75,499.4
0,5458,26,Yes,56.05,1553.2
0,5459,10,Yes,19.95,219.5
0,5460,53,Yes,98.6,5311.85
0,5461,7,Yes,79.7,586.05
0,5462,33,Yes,79,2576.8
1,5463,71,Yes,89.45,6435.25
0,5464,29,Yes,74.2,1993.25
0,5465,24,Yes,81,1923.85
0,5466,20,Yes,49.6,939.8
0,5467,1,Yes,84.6,84.6
0,5468,54,Yes,55,3092.65
1,5469,5,Yes,84.85,415.55
0,5470,72,Yes,84.2,5986.55
0,5471,52,Yes,106.3,5487
0,5472,9,Yes,69.05,651.5
0,5473,1,Yes,45.4,45.4
1,5474,1,Yes,73.65,73.65
0,5475,33,Yes,73.9,2405.05
0,5476,55,Yes,77.75,4458.15
0,5477,69,Yes,99.35,6856.45
0,5478,1,Yes,50.75,50.75
0,5479,54,Yes,87.1,4735.2
0,5480,33,Yes,20.15,682.15
1,5481,45,Yes,98.7,4525.8
0,5482,11,No,25.2,321.05
0,5483,6,Yes,55.7,335.65
0,5484,21,Yes,65.35,1424.4
0,5485,65,Yes,25.3,1748.55
1,5486,6,Yes,84.35,474.9
0,5487,8,Yes,84.95,668.4
0,5488,11,Yes,73.85,926.25
0,5489,43,Yes,24.25,1077.95
0,5490,49,No,51.8,2541.25
1,5491,1,Yes,46,46
1,5492,15,Yes,79.4,1156.1
0,5493,60,Yes,60.5,3694.45
0,5494,17,No,25.1,382.8
1,5495,16,Yes,71.8,1167.8
0,5496,35,Yes,20.05,746.75
1,5497,44,Yes,88.4,3912.9
0,5498,12,No,30.25,368.85
0,5499,1,Yes,20.2,20.2
0,5500,28,Yes,59.9,1654.7
0,5501,70,Yes,25.15,1940.85
0,5502,5,Yes,46,221.7
0,5503,18,Yes,101.3,1794.65
0,5504,70,Yes,76.95,5289.8
0,5505,9,Yes,55.3,501.2
1,5506,67,Yes,92.45,6140.85
0,5507,1,Yes,48.45,48.45
0,5508,18,Yes,19.35,309.25
0,5509,4,Yes,51.75,201.1
1,5510,71,Yes,86.7,6179.35
0,5511,30,Yes,94.4,2838.7
0,5512,1,Yes,55.7,55.7
0,5513,55,Yes,84.25,4589.85
0,5514,59,Yes,64.65,3735.45
0,5515,1,Yes,70.15,70.15
0,5516,7,Yes,69.2,477.55
0,5517,45,Yes,54.65,2553.7
0,5518,54,Yes,24.75,1342.15
0,5519,51,Yes,23.95,1216.35
1,5520,72,Yes,105,7578.05
0,5521,44,Yes,59.85,2603.95
0,5522,2,Yes,20.05,42.7
0,5523,66,Yes,92.15,6056.9
0,5524,68,No,44.8,2983.65
0,5525,31,Yes,20.9,689.35
1,5526,21,Yes,95.4,2025.1
0,5527,21,Yes,80.35,1747.2
0,5528,55,Yes,85.1,4657.95
0,5529,9,No,34.7,296.1
1,5530,71,Yes,115.05,8016.6
0,5531,1,Yes,81.1,81.1
0,5532,22,Yes,19.95,433.5
0,5533,1,Yes,20.55,20.55
0,5534,61,Yes,106.6,6428.4
0,5535,67,Yes,86.15,5883.85
1,5536,14,Yes,78.85,1043.8
0,5537,59,Yes,106.75,6252.9
1,5538,21,Yes,86.55,1857.25
0,5539,4,No,42.4,146.4
0,5540,3,Yes,89.45,240.45
0,5541,70,Yes,24.25,1724.15
0,5542,3,Yes,97.9,315.3
1,5543,21,Yes,20.5,429.55
0,5544,20,Yes,19.6,356.15
0,5545,22,Yes,20.25,488.25
0,5546,1,Yes,55.7,55.7
0,5547,63,Yes,20.6,1298.7
0,5548,70,Yes,19.8,1378.75
0,5549,13,Yes,79.8,973.45
0,5550,5,Yes,80.2,384.25
0,5551,72,Yes,116.4,8543.25
0,5552,13,No,31.65,389.95
0,5553,61,Yes,94.15,5731.85
0,5554,1,Yes,20.65,20.65
1,5555,56,Yes,76.85,4275.75
0,5556,4,Yes,20.15,84.5
0,5557,35,Yes,55.25,1924.1
0,5558,18,No,39.05,669.85
0,5559,72,Yes,82.15,5784.3
1,5560,49,Yes,103,5166.2
0,5561,44,Yes,95.1,4060.55
1,5562,3,Yes,83.9,267.4
0,5563,37,Yes,95.15,3532.85
0,5564,61,Yes,79.8,4914.8
0,5565,70,Yes,74.8,5315.8
1,5566,1,Yes,69.85,69.85
0,5567,41,Yes,20.45,775.6
0,5568,70,Yes,78.35,5445.95
0,5569,1,Yes,53.55,53.55
0,5570,51,Yes,19.1,1007.8
0,5571,42,Yes,20,833.55
0,5572,70,Yes,93.9,6579.05
0,5573,48,Yes,19.95,1004.5
0,5574,68,Yes,113.15,7856
0,5575,48,Yes,24,1183.05
1,5576,26,Yes,84.95,2169.75
0,5577,11,Yes,80.5,896.9
0,5578,1,Yes,19.3,19.3
0,5579,27,Yes,19.15,501.35
1,5580,46,Yes,91.3,4126.35
0,5581,1,Yes,49.65,49.65
0,5582,46,Yes,54.35,2460.15
0,5583,25,Yes,19.15,477.6
0,5584,4,Yes,88.45,370.65
0,5585,13,Yes,19.75,265.75
0,5586,31,Yes,75.5,2424.45
0,5587,23,Yes,83.75,1849.95
0,5588,2,Yes,19.4,61.05
0,5589,65,Yes,26.5,1698.55
1,5590,22,Yes,90.5,1910.6
0,5591,55,Yes,19.15,998.1
0,5592,9,Yes,94.85,890.6
0,5593,7,Yes,69.95,529.5
0,5594,35,No,40.9,1383.6
0,5595,6,Yes,80.25,493.4
0,5596,1,Yes,48.6,48.6
0,5597,17,Yes,70.8,1207
0,5598,10,Yes,60.2,563.5
0,5599,15,Yes,55.2,864.55
1,5600,40,No,55.8,2109.35
0,5601,13,Yes,54.15,701.05
0,5602,29,Yes,80.15,2265.25
0,5603,3,Yes,75.5,220.6
1,5604,58,Yes,100.4,5749.8
0,5605,45,Yes,62.55,2796.45
0,5606,72,Yes,70.45,5165.7
0,5607,68,Yes,85.5,5696.6
0,5608,1,Yes,20.2,20.2
0,5609,38,Yes,54.5,2076.05
0,5610,2,Yes,20.75,44.2
0,5611,11,Yes,20.35,215.25
1,5612,20,Yes,91,1859.5
0,5613,72,Yes,104.8,7470.1
0,5614,3,Yes,74.75,229.5
0,5615,23,Yes,104.05,2470.1
0,5616,40,Yes,51.1,2092.9
1,5617,62,Yes,89.8,5629.55
0,5618,22,Yes,20.55,469.85
0,5619,11,Yes,64.05,733.95
1,5620,7,Yes,74.85,485.25
0,5621,13,Yes,96.65,1244.5
1,5622,1,Yes,20.05,20.05
0,5623,39,Yes,103.45,3994.45
0,5624,3,No,25,78.25
0,5625,58,Yes,20.3,1131.5
0,5626,6,Yes,26.35,184.05
0,5627,1,Yes,19.9,19.9
0,5628,22,Yes,54.7,1178.75
0,5629,14,No,46.35,667.7
0,5630,64,Yes,90.25,5629.15
0,5631,1,Yes,19.95,19.95
0,5632,6,Yes,20.65,109.3
0,5633,1,Yes,79.6,79.6
0,5634,39,Yes,25.45,958.45
0,5635,20,Yes,19.5,403.15
0,5636,1,Yes,75.9,75.9
0,5637,1,Yes,76.2,76.2
0,5638,64,Yes,66.15,4392.5
0,5639,1,Yes,19.25,19.25
0,5640,46,Yes,69.1,3168
1,5641,28,No,39.1,1096.6
0,5642,33,Yes,20.05,669.45
0,5643,39,Yes,59.8,2343.85
0,5644,42,Yes,84.3,3588.4
0,5645,1,Yes,48.6,48.6
0,5646,7,Yes,79,522.95
1,5647,70,Yes,105.35,7511.9
0,5648,65,Yes,25.1,1725
0,5649,1,Yes,49.75,49.75
0,5650,18,Yes,94.75,1691.9
0,5651,24,Yes,93,2248.05
0,5652,63,Yes,71.9,4479.2
0,5653,44,Yes,77.55,3471.1
0,5654,4,Yes,19.85,63
0,5655,1,Yes,70.25,70.25
0,5656,37,Yes,95.25,3314.15
1,5657,10,Yes,84.6,865.55
0,5658,34,No,25.05,852.7
0,5659,35,No,53.15,1930.9
0,5660,4,Yes,20.15,91.4
1,5661,39,Yes,101.25,3949.15
1,5662,43,Yes,100.55,4304
0,5663,17,Yes,24.1,409.9
0,5664,61,Yes,25.3,1554.9
0,5665,49,Yes,71.8,3472.05
0,5666,4,Yes,19.7,117.8
0,5667,64,No,49.85,3210.35
0,5668,3,Yes,69.6,207.4
0,5669,1,Yes,19.75,19.75
0,5670,40,Yes,80.8,3132.75
0,5671,1,Yes,60,60
0,5672,8,Yes,86.55,649.65
1,5673,1,Yes,20.85,20.85
1,5674,34,Yes,64.2,2106.3
0,5675,1,No,35,35
0,5676,39,No,50.75,2011.4
1,5677,58,Yes,105.5,6205.5
0,5678,45,Yes,19.2,903.7
1,5679,6,Yes,85.15,503.6
0,5680,43,Yes,90.65,3882.3
0,5681,41,Yes,20,879.8
0,5682,5,Yes,74.65,383.65
0,5683,72,No,61.2,4390.25
0,5684,4,Yes,19.95,68.2
0,5685,9,Yes,54.8,452.8
1,5686,72,Yes,73.45,5329
0,5687,33,Yes,51.45,1758.9
0,5688,72,Yes,80.45,5737.6
0,5689,22,Yes,54.2,1152.7
0,5690,70,Yes,109.5,7674.55
0,5691,21,Yes,104.4,2157.95
0,5692,15,Yes,85.3,1219.85
1,5693,29,Yes,79.3,2414.55
0,5694,15,Yes,76.5,1155.6
1,5695,71,Yes,105.1,7548.1
1,5696,72,Yes,25.4,1809.35
0,5697,19,Yes,86.85,1564.4
0,5698,1,Yes,19.65,19.65
0,5699,1,Yes,75.7,75.7
0,5700,2,Yes,45.55,84.4
1,5701,11,Yes,78.1,864.85
0,5702,12,Yes,19.3,228.75
0,5703,70,Yes,110.5,7752.05
1,5704,20,Yes,90.8,1951
0,5705,23,Yes,20.3,470.6
1,5706,49,Yes,81.35,4060.9
0,5707,4,Yes,97.95,384.5
0,5708,32,Yes,108.15,3432.9
0,5709,2,Yes,55.3,108.65
1,5710,69,No,56.55,3952.65
0,5711,6,Yes,80.5,463.05
0,5712,24,Yes,19.7,494.05
0,5713,32,Yes,104.05,3416.85
0,5714,27,Yes,52.85,1498.65
1,5715,27,Yes,104.3,2867.75
0,5716,58,Yes,80.65,4807.35
0,5717,1,Yes,71.35,71.35
0,5718,18,Yes,24.65,471.35
0,5719,47,Yes,21.3,1041.8
0,5720,70,Yes,110.2,7689.8
0,5721,13,Yes,89.4,1132.35
0,5722,36,Yes,51.05,1815
0,5723,67,Yes,19.8,1311.3
0,5724,10,Yes,19.9,199.45
1,5725,19,Yes,87.3,1637.3
0,5726,71,Yes,19.85,1326.35
0,5727,72,Yes,89.4,6376.55
0,5728,48,Yes,20,935.9
0,5729,1,Yes,20.05,20.05
0,5730,18,Yes,83.25,1611.15
0,5731,1,Yes,20.6,20.6
1,5732,67,Yes,102.9,6989.7
0,5733,69,No,39.1,2779.5
0,5734,19,Yes,99.95,1931.75
1,5735,72,Yes,114.5,8331.95
1,5736,38,Yes,20.2,735.9
1,5737,40,Yes,55.8,2283.3
0,5738,61,Yes,24.2,1445.2
0,5739,10,Yes,81,818.05
0,5740,32,Yes,72.8,2333.05
0,5741,21,Yes,99.85,1992.55
1,5742,59,Yes,99.5,5890
1,5743,13,Yes,70.15,916.75
0,5744,47,Yes,20.25,1029.8
0,5745,69,Yes,26,1796.55
0,5746,2,Yes,19.9,33.7
0,5747,22,Yes,19.05,454.05
1,5748,15,Yes,96.5,1392.25
0,5749,53,Yes,19.85,1049.6
1,5750,28,Yes,25.7,734.6
0,5751,22,Yes,20.3,475.1
0,5752,1,Yes,70.15,70.15
1,5753,16,Yes,91.55,1540.05
0,5754,48,No,39.4,1978.65
1,5755,30,Yes,105.7,3181.8
0,5756,3,Yes,70.25,229.7
1,5757,57,Yes,93.75,5625.55
1,5758,68,Yes,96.55,6581.9
0,5759,23,Yes,60,1347.15
0,5760,65,Yes,59.8,3808.2
0,5761,44,Yes,90.65,3974.15
0,5762,71,Yes,109,7661.8
0,5763,37,Yes,68.1,2479.25
0,5764,12,Yes,20.4,266.6
0,5765,69,Yes,81.95,5601.4
0,5766,35,Yes,60.55,1982.6
0,5767,5,Yes,65.6,339.9
0,5768,58,Yes,82.5,4828.05
0,5769,72,Yes,82.3,5980.55
0,5770,72,Yes,68.15,4808.7
0,5771,1,Yes,20.3,20.3
0,5772,39,Yes,95.55,3692.85
0,5773,53,Yes,20.2,1068.15
0,5774,27,Yes,89.2,2383.6
1,5775,1,Yes,69.65,69.65
1,5776,1,Yes,89.3,89.3
0,5777,18,Yes,74.8,1438.05
0,5778,46,Yes,20.2,917.45
0,5779,72,Yes,84.4,6096.45
0,5780,36,Yes,87.55,3078.1
0,5781,4,No,25.15,99.95
0,5782,25,Yes,19.8,475.2
0,5783,40,No,50.85,2036.55
0,5784,63,Yes,102.4,6444.05
1,5785,15,Yes,96.3,1426.75
0,5786,14,Yes,55.5,767.55
1,5787,72,Yes,109.75,7932.5
0,5788,39,Yes,106.4,4040.65
0,5789,47,No,60,2768.65
0,5790,19,Yes,88.8,1672.35
0,5791,5,Yes,85.2,474.8
0,5792,13,No,35.1,446.1
0,5793,17,Yes,80.05,1345.65
1,5794,34,Yes,75.55,2425.4
0,5795,42,Yes,49.55,2077.95
0,5796,5,Yes,81.3,416.3
0,5797,71,Yes,23.9,1663.5
1,5798,19,Yes,66.4,1286.05
0,5799,2,Yes,19.6,35.85
0,5800,57,Yes,18.8,1094.35
0,5801,72,Yes,108.4,7719.5
0,5802,6,Yes,85.95,514.6
0,5803,17,Yes,85.45,1451.6
0,5804,61,Yes,80.9,4932.5
0,5805,1,Yes,71,71
0,5806,48,Yes,111.8,5443.65
0,5807,16,Yes,20.6,330.25
1,5808,9,Yes,85.05,746.5
0,5809,3,Yes,44.6,122.7
0,5810,1,Yes,44.4,44.4
0,5811,65,Yes,105.1,6631.85
0,5812,70,Yes,115.15,8250
0,5813,60,Yes,59.8,3561.15
0,5814,69,Yes,26.3,1763.55
1,5815,35,Yes,70.55,2419
0,5816,22,Yes,20.05,470.2
0,5817,66,Yes,79.85,5234.95
1,5818,1,Yes,70.3,70.3
0,5819,1,Yes,79.35,79.35
0,5820,34,Yes,90.05,3097
0,5821,72,Yes,24.45,1709.1
0,5822,31,No,59.95,1848.8
0,5823,30,Yes,25.35,723.3
0,5824,9,Yes,90.8,809.75
0,5825,20,Yes,70.45,1470.95
1,5826,19,No,34.3,577.15
0,5827,65,Yes,105.05,6914.95
0,5828,30,Yes,19.3,602.9
0,5829,6,Yes,19.15,124.4
0,5830,2,No,51.4,96.8
0,5831,53,Yes,71.85,3827.9
1,5832,7,Yes,75.4,533.05
0,5833,61,Yes,49.7,2961.4
1,5834,70,No,45.25,3264.45
0,5835,13,Yes,78.75,995.35
1,5836,35,Yes,81.6,2815.25
0,5837,2,Yes,70.4,154.8
0,5838,3,Yes,75.8,246.3
0,5839,3,Yes,76.1,257.6
0,5840,62,Yes,94,5757.2
0,5841,72,Yes,103.95,7517.7
0,5842,63,Yes,19.95,1234.8
1,5843,20,Yes,71.3,1389.2
1,5844,35,Yes,110.8,3836.3
1,5845,21,Yes,69.1,1474.75
0,5846,62,Yes,96.1,6001.45
0,5847,15,Yes,48.8,720.1
0,5848,55,Yes,50.55,2832.75
0,5849,11,Yes,44.65,472.25
0,5850,17,Yes,88.25,1460.65
0,5851,61,Yes,19.45,1336.35
0,5852,71,Yes,89.3,6388.65
0,5853,2,Yes,70,153.05
0,5854,35,Yes,19.25,677.9
0,5855,17,Yes,70.5,1165.6
0,5856,21,Yes,97.35,2119.5
0,5857,47,Yes,19.65,921.55
0,5858,3,Yes,20.85,72
0,5859,3,Yes,19.65,68.35
1,5860,44,Yes,19.35,847.25
0,5861,1,Yes,44,44
0,5862,44,Yes,94.4,4295.35
0,5863,5,Yes,25.9,135
0,5864,24,Yes,55.65,1400.55
0,5865,1,Yes,69.65,69.65
0,5866,18,Yes,75.4,1380.4
0,5867,10,Yes,100.6,1060.2
0,5868,65,Yes,71,4386.2
1,5869,1,Yes,86,86
0,5870,53,Yes,106.95,5785.5
0,5871,3,Yes,21.2,52.05
0,5872,33,Yes,61.05,2018.4
0,5873,3,No,29.6,79.45
0,5874,34,Yes,79.95,2727.3
0,5875,14,Yes,19.7,263.65
0,5876,13,Yes,20.3,275.4
1,5877,46,No,59.9,2816.65
0,5878,23,Yes,24.35,538.5
0,5879,47,Yes,19.75,948.9
0,5880,17,Yes,50.3,846.8
0,5881,49,Yes,95.6,4783.5
1,5882,59,No,50.25,2997.45
0,5883,69,Yes,85.35,5897.4
0,5884,11,No,41.6,470.6
0,5885,10,Yes,51.65,524.5
0,5886,12,Yes,24,269.65
0,5887,45,Yes,100.85,4740
0,5888,39,Yes,59.85,2341.5
1,5889,71,Yes,25.45,1789.65
0,5890,71,Yes,23.9,1626.4
0,5891,33,Yes,24.15,800.3
1,5892,67,Yes,75.7,5060.85
0,5893,37,No,40.2,1448.8
0,5894,49,Yes,84.5,4254.85
0,5895,9,Yes,50.85,466.6
0,5896,52,Yes,91.6,4627.8
0,5897,70,Yes,98.9,6838.6
0,5898,1,Yes,85,85
1,5899,14,Yes,78.95,1101.85
0,5900,1,Yes,44.3,44.3
0,5901,1,Yes,20.2,20.2
0,5902,52,Yes,80.2,4297.6
0,5903,6,Yes,60.9,414.1
0,5904,7,No,34.2,256.6
1,5905,47,Yes,85.2,3969.35
0,5906,26,Yes,87.15,2274.1
0,5907,25,Yes,54.3,1296.8
0,5908,69,Yes,19.1,1268.85
0,5909,72,Yes,112.75,8192.6
0,5910,4,Yes,19.95,59.25
0,5911,59,Yes,19.5,1147.85
0,5912,67,Yes,65.55,4361.55
1,5913,26,Yes,78.8,2006.1
0,5914,27,Yes,78.2,2078.95
0,5915,72,Yes,105.25,7609.75
0,5916,6,Yes,89.25,487.05
0,5917,62,Yes,20.65,1218.45
0,5918,20,Yes,68.7,1416.2
0,5919,6,Yes,78.65,483.3
0,5920,51,Yes,24.75,1234.6
0,5921,61,Yes,19.75,1311.6
1,5922,62,Yes,89.1,5618.3
0,5923,72,Yes,84.7,6185.15
1,5924,13,Yes,98,1237.85
0,5925,5,Yes,94.45,498.1
1,5926,3,Yes,105,294.45
1,5927,26,Yes,93.85,2381.55
1,5928,13,Yes,59.9,788.35
0,5929,38,Yes,19.95,756.4
1,5930,8,Yes,84,613.4
1,5931,34,Yes,108.9,3625.2
0,5932,18,No,33.6,550.35
0,5933,56,Yes,85.85,4793.8
0,5934,36,No,34.85,1267.2
0,5935,9,No,48.75,442.2
0,5936,1,Yes,84.85,84.85
0,5937,12,Yes,56.65,654.85
1,5938,57,Yes,95.3,5567.45
0,5939,42,Yes,73.9,3160.55
0,5940,33,Yes,24.5,740.3
0,5941,70,Yes,84.6,5706.2
0,5942,68,No,44.95,3085.35
0,5943,1,No,24.7,24.7
0,5944,37,Yes,100.3,3541.4
0,5945,4,Yes,25.45,84.2
0,5946,1,Yes,50.7,50.7
0,5947,20,No,55,1165.55
0,5948,72,Yes,68.4,4855.35
0,5949,31,Yes,89.9,2806.9
1,5950,18,Yes,78.55,1422.65
0,5951,11,Yes,55.05,608.15
0,5952,33,Yes,19.8,641.35
1,5953,62,Yes,84.45,4959.15
0,5954,1,No,35.9,35.9
0,5955,16,Yes,80.75,1321.3
0,5956,22,Yes,78.65,1663.75
0,5957,49,Yes,61.75,3024.15
0,5958,36,Yes,63.7,2188.5
0,5959,42,Yes,99.45,4138.05
1,5960,4,No,25.2,102.5
0,5961,12,Yes,74.05,872.65
0,5962,31,Yes,87.6,2724.25
0,5963,5,Yes,89.15,413.25
0,5964,66,Yes,20,1374.2
1,5965,15,Yes,55,757.1
0,5966,64,Yes,104.4,6692.65
0,5967,10,Yes,20.05,218.5
0,5968,7,Yes,89.75,608.8
0,5969,29,No,34.3,1004.75
0,5970,57,Yes,20.65,1125.6
0,5971,46,Yes,84.25,3847.6
0,5972,53,Yes,19.65,978
0,5973,17,Yes,79.85,1387.35
0,5974,38,Yes,20.2,746.05
0,5975,15,Yes,19.8,304.6
0,5976,22,No,50.35,1098.85
0,5977,14,Yes,85.15,1139.2
0,5978,57,Yes,74.6,4368.95
1,5979,11,Yes,79.15,827.7
0,5980,1,Yes,20.35,20.35
0,5981,12,Yes,21.05,262.05
1,5982,3,Yes,94.6,279.55
0,5983,36,Yes,94.7,3512.5
0,5984,16,Yes,94.25,1483.25
0,5985,65,Yes,72.45,4653.85
0,5986,2,Yes,74.95,151.75
0,5987,42,Yes,105.2,4400.75
0,5988,72,Yes,111.95,8033.1
0,5989,62,Yes,19.85,1253.65
0,5990,6,Yes,89.75,552.65
0,5991,48,Yes,20.05,1036
0,5992,35,Yes,108.95,4025.5
0,5993,52,Yes,19.65,928.4
0,5994,1,No,24.9,24.9
0,5995,6,Yes,82.85,460.25
0,5996,71,Yes,93.2,6506.15
0,5997,67,Yes,84.8,5598.3
1,5998,60,Yes,71.75,4374.55
0,5999,23,No,30.35,678.75
0,6000,39,No,54.85,2191.7
0,6001,15,Yes,19.5,239.75
1,6002,53,Yes,103.85,5485.5
0,6003,24,Yes,24.2,609.05
0,6004,37,Yes,19.35,683.75
0,6005,5,Yes,83.6,404.2
1,6006,50,Yes,100.65,5189.75
0,6007,54,Yes,94.1,5060.9
0,6008,3,Yes,74.55,233.65
0,6009,68,Yes,108.45,7176.55
0,6010,5,Yes,56.15,291.45
0,6011,33,Yes,20.35,689.75
0,6012,41,Yes,80.55,3263.9
0,6013,34,No,61.25,1993.2
0,6014,13,Yes,20.45,254.5
0,6015,20,Yes,18.9,347.65
1,6016,51,Yes,19.6,967.9
0,6017,3,Yes,91.5,242.95
0,6018,41,Yes,45.2,1841.9
0,6019,13,Yes,19.45,232.1
0,6020,35,Yes,25.45,809.25
0,6021,12,Yes,80.85,866.45
0,6022,4,Yes,94.9,360.55
0,6023,43,No,49.05,2076.2
1,6024,12,No,29.3,355.9
1,6025,68,Yes,105.3,7299.65
1,6026,25,Yes,88.95,2291.2
0,6027,7,Yes,20.25,129.15
1,6028,66,Yes,110.85,7491.75
0,6029,53,Yes,110.5,5835.5
1,6030,63,Yes,109.4,7031.45
0,6031,70,Yes,114.2,7723.9
1,6032,27,No,36.5,1032
0,6033,1,Yes,70.75,70.75
0,6034,5,Yes,19.95,109.6
1,6035,37,Yes,19.6,727.8
0,6036,3,No,40.15,130.75
0,6037,12,Yes,76.6,893
0,6038,38,Yes,19.6,763.1
0,6039,9,Yes,85.3,781.4
0,6040,13,Yes,65.85,902.25
1,6041,29,Yes,94.45,2653.65
0,6042,47,Yes,20.05,1016.7
0,6043,61,Yes,99.4,5943.65
0,6044,16,Yes,20,275.7
0,6045,41,Yes,78.45,3126.45
0,6046,43,Yes,25.1,1070.15
0,6047,36,Yes,97.35,3457.9
0,6048,6,Yes,55,340.4
